C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_56_648.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_56_648.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_56_648.jpg, 0, 0, 0, 5.180908E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_56_751.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_56_751.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_56_751.jpg, 0, 0, 0, 3.976844E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_56_867.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_56_867.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_56_867.jpg, 0, 0, 0, 6.318833E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_56_970.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_56_970.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_56_970.jpg, 0, 0, 0, 3.904783E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_070.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_070.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_070.jpg, 0, 0, 0, 5.90301E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_185.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_185.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_185.jpg, 0, 0, 0, 6.174358E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_286.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_286.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_286.jpg, 0, 0, 0, 6.04581E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_401.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_401.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_401.jpg, 0, 0, 0, 6.54541E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_501.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_501.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_501.jpg, 0, 0, 0, 4.015517E-05
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_603.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_603.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_603.jpg, 0, 0.3032613, 0, 0.2938303
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_716.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_716.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_716.jpg, 0, 0.5992101, 0, 0.8862123
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_818.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_818.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_818.jpg, 0, 0.9004206, 0, 1.906348
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_57_919.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_57_919.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_57_919.jpg, 0, 1, 0, 3.370183
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_019.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_019.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_019.jpg, 0, 1, 0, 4.577073
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_123.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_123.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_123.jpg, 0, 1, 0, 5.770703
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_235.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_235.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_235.jpg, 0, 0.7118218, 0, 6.72071
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_335.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_335.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_335.jpg, 0, 0.4092703, 0, 7.280873
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_436.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_436.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_436.jpg, 0, 0.1066465, 0, 7.473389
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_538.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_538.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_538.jpg, 0, 0, 0, 7.439897
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_642.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_642.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_642.jpg, 0, 0, 0, 7.39239
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_741.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_741.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_741.jpg, 0, 0, 0, 7.355737
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_842.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_842.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_842.jpg, 0, 0, 0, 7.319428
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_58_947.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_58_947.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_58_947.jpg, -0.3113046, 0, 0, 7.258657
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_59_049.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_59_049.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_59_049.jpg, -0.6206802, 0, 0, 7.156981
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_59_151.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_59_151.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_59_151.jpg, -0.9222719, 0, 0, 7.013042
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_59_251.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_59_251.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_59_251.jpg, -1, 0, 0, 6.891641
C:\Users\Admin\Downloads\simulator-windows-64\IMG\center_2022_03_16_20_50_59_352.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\left_2022_03_16_20_50_59_352.jpg, C:\Users\Admin\Downloads\simulator-windows-64\IMG\right_2022_03_16_20_50_59_352.jpg, -0.6959038, 0, 0, 6.882971
